Total_Distance,Distance,Altitude,Easting,Northing,Longitude,Latitude,V_max
8176.2,2250,645,2738403.7,1252670.6,9.272564,47.410295,
8186.2,2260,645.1,2738394.1,1252673.5,9.272438,47.410323,
8196.1,2269.9,645,2738384.6,1252676.4,9.272313,47.410351,
8206.2,2280,645,2738375,1252679.3,9.272186,47.410379,
8216.2,2290,644.9,2738365.4,1252682.2,9.27206,47.410407,
8226.2,2300,644.9,2738355.8,1252685.1,9.271934,47.410435,
8236.2,2310,644.9,2738346.2,1252687.9,9.271807,47.410462,
8246.2,2320,644.7,2738336.6,1252690.7,9.271681,47.410489,
8256.2,2330,644.7,2738327,1252693.5,9.271555,47.410517,
8266.2,2340,644.6,2738317.4,1252696.2,9.271429,47.410543,
8276.2,2350,644.5,2738307.8,1252698.9,9.271302,47.410569,
8286.1,2359.9,644.5,2738298.2,1252701.6,9.271176,47.410596,
8296.2,2370,644.3,2738288.5,1252704.2,9.271048,47.410621,
8306.1,2379.9,644.2,2738278.9,1252706.8,9.270922,47.410646,
8316.2,2390,644.2,2738269.2,1252709.4,9.270794,47.410672,
8326.2,2400,644.1,2738259.5,1252712,9.270667,47.410697,
8336.1,2409.9,643.9,2738249.9,1252714.5,9.27054,47.410722,
8346.2,2420,643.8,2738240.2,1252717.1,9.270412,47.410747,
8356.2,2430,643.8,2738230.5,1252719.6,9.270285,47.410772,
8366.2,2440,643.7,2738220.8,1252722.2,9.270157,47.410797,
8376.2,2450,643.5,2738211.2,1252724.7,9.270031,47.410822,
8386.2,2460,643.5,2738201.5,1252727.2,9.269903,47.410846,
8396.2,2470,643.4,2738191.8,1252729.8,9.269775,47.410871,
8406.1,2479.9,643.3,2738182.2,1252732.3,9.269649,47.410896,
8416.2,2490,643.1,2738172.5,1252734.9,9.269521,47.410921,
8426.2,2500,643.1,2738162.8,1252737.4,9.269394,47.410946,
8436.2,2510,642.9,2738153.1,1252739.9,9.269266,47.41097,
8446.2,2520,642.8,2738143.5,1252742.5,9.269139,47.410996,
8456.2,2530,642.7,2738133.8,1252745,9.269012,47.41102,
8466.2,2540,642.6,2738124.1,1252747.5,9.268884,47.411045,
8476.2,2550,642.5,2738114.4,1252750.1,9.268756,47.41107,
8486.2,2560,642.4,2738104.8,1252752.6,9.26863,47.411095,
8496.2,2570,642.2,2738095.1,1252755.2,9.268502,47.41112,
8506.2,2580,642.1,2738085.4,1252757.7,9.268375,47.411145,
8516.1,2589.9,642,2738075.8,1252760.2,9.268248,47.411169,
8526.2,2600,641.9,2738066.1,1252762.8,9.26812,47.411195,
8536.2,2610,641.8,2738056.4,1252765.3,9.267993,47.411219,
8546.2,2620,641.6,2738046.7,1252767.9,9.267865,47.411245,
8556.2,2630,641.6,2738037.1,1252770.4,9.267739,47.411269,
8566.2,2640,641.5,2738027.4,1252772.9,9.267611,47.411294,
8576.2,2650,641.3,2738017.7,1252775.5,9.267483,47.411319,
8586.1,2659.9,641.3,2738008.1,1252778,9.267357,47.411343,
8596.2,2670,641.3,2737998.4,1252780.6,9.267229,47.411369,
8606.2,2680,641.2,2737988.7,1252783.1,9.267101,47.411393,
8616.2,2690,641.1,2737979,1252785.6,9.266974,47.411418,
8626.2,2700,641.1,2737969.4,1252788.2,9.266847,47.411443,
8636.2,2710,641,2737959.7,1252790.7,9.26672,47.411468,
8646.2,2720,641.1,2737950,1252793.1,9.266592,47.411491,
8656.2,2730,641,2737940.3,1252795.6,9.266464,47.411516,
8666.2,2740,640.9,2737930.6,1252797.9,9.266336,47.411539,
8676.2,2750,640.8,2737920.8,1252800.2,9.266207,47.411561,
8686.2,2760,640.7,2737911.1,1252802.4,9.26608,47.411583,
8696.2,2770,640.8,2737901.3,1252804.5,9.26595,47.411604,
8706.2,2780,640.8,2737891.5,1252806.6,9.265821,47.411625,
8716.2,2790,640.6,2737881.7,1252808.5,9.265692,47.411644,
8726.2,2800,640.4,2737871.9,1252810.3,9.265563,47.411662,
8736.2,2810,640.3,2737862,1252812,9.265432,47.41168,
8746.2,2820,640.4,2737852.1,1252813.6,9.265301,47.411696,
8756.1,2829.9,640.3,2737842.3,1252815.1,9.265172,47.411712,
8766.1,2839.9,640,2737832.4,1252816.5,9.265041,47.411726,
8776.2,2850,640,2737822.4,1252817.8,9.264909,47.41174,
8786.2,2860,640,2737812.5,1252819,9.264779,47.411753,
8796.2,2870,639.6,2737802.6,1252820.1,9.264648,47.411765,
8806.2,2880,639.7,2737792.6,1252821.1,9.264516,47.411776,
8816.2,2890,639.4,2737782.7,1252822,9.264385,47.411786,
8826.2,2900,639.5,2737772.7,1252822.7,9.264253,47.411795,
8836.2,2910,639.4,2737762.7,1252823.4,9.26412,47.411803,
8846.2,2920,639.1,2737752.7,1252824,9.263988,47.411811,
8856.2,2930,639.1,2737742.7,1252824.4,9.263856,47.411816,
8866.2,2940,639.1,2737732.7,1252824.8,9.263723,47.411822,
8876.1,2949.9,639.1,2737722.8,1252825.1,9.263592,47.411827,
8886.1,2959.9,638.9,2737712.8,1252825.2,9.26346,47.41183,
8896.1,2969.9,638.8,2737702.8,1252825.3,9.263327,47.411833,
8906.1,2979.9,638.8,2737692.8,1252825.2,9.263195,47.411834,
8916.1,2989.9,638.7,2737682.8,1252825,9.263062,47.411834,
8926.1,2999.9,638.5,2737672.8,1252824.8,9.26293,47.411834,
8936.2,3010,638.4,2737662.8,1252824.4,9.262797,47.411833,
8946.2,3020,638.3,2737652.8,1252824,9.262665,47.411831,
8956.2,3030,638.3,2737642.8,1252823.5,9.262532,47.411829,
8966.2,3040,638.4,2737632.8,1252823,9.262399,47.411827,
8976.2,3050,638,2737622.8,1252822.4,9.262267,47.411823,
8986.2,3060,638.1,2737612.8,1252821.8,9.262134,47.41182,
8996.1,3069.9,638.1,2737602.9,1252821.2,9.262003,47.411817,
9006.2,3080,638,2737592.9,1252820.6,9.26187,47.411813,
9016.2,3090,637.9,2737582.9,1252820,9.261738,47.41181,
9026.2,3100,638,2737572.9,1252819.4,9.261605,47.411807,125
9036.2,3110,638,2737562.9,1252818.8,9.261472,47.411803,
9046.2,3120,637.7,2737552.9,1252818.2,9.26134,47.4118,
9056.1,3129.9,638,2737543,1252817.6,9.261208,47.411797,
9066.2,3140,638,2737533,1252817,9.261076,47.411794,
9076.2,3150,638,2737523,1252816.4,9.260943,47.41179,
9086.2,3160,637.9,2737513,1252815.8,9.26081,47.411787,
9096.2,3170,637.9,2737503,1252815.1,9.260678,47.411783,
9106.1,3179.9,638,2737493.1,1252814.5,9.260546,47.411779,
9116.2,3190,637.9,2737483.1,1252813.9,9.260414,47.411776,
9126.2,3200,637.9,2737473.1,1252813.3,9.260281,47.411773,
9136.2,3210,637.8,2737463.1,1252812.7,9.260148,47.411769,
9146.2,3220,638,2737453.1,1252812.1,9.260016,47.411766,
9156.2,3230,637.9,2737443.1,1252811.5,9.259883,47.411763,
9166.2,3240,637.8,2737433.2,1252810.9,9.259752,47.41176,
9176.2,3250,637.8,2737423.2,1252810.3,9.259619,47.411756,
9186.2,3260,637.8,2737413.2,1252809.7,9.259487,47.411753,
9196.2,3270,637.8,2737403.2,1252809.1,9.259354,47.41175,
9206.2,3280,637.7,2737393.2,1252808.5,9.259221,47.411746,
9216.1,3289.9,637.8,2737383.3,1252807.9,9.25909,47.411743,
9226.2,3300,637.8,2737373.3,1252807.3,9.258957,47.41174,
9236.2,3310,637.8,2737363.3,1252806.6,9.258825,47.411735,
9246.2,3320,637.8,2737353.3,1252806,9.258692,47.411732,
9256.2,3330,637.8,2737343.3,1252805.4,9.258559,47.411729,
9266.1,3339.9,637.8,2737333.4,1252804.8,9.258428,47.411726,
9276.2,3350,637.8,2737323.4,1252804.2,9.258295,47.411722,
9286.2,3360,637.8,2737313.4,1252803.6,9.258163,47.411719,
9296.2,3370,637.7,2737303.4,1252803,9.25803,47.411716,
9306.2,3380,637.8,2737293.4,1252802.4,9.257897,47.411712,
9316.2,3390,637.7,2737283.4,1252801.8,9.257765,47.411709,
9326.1,3399.9,637.8,2737273.5,1252801.2,9.257633,47.411706,
9336.2,3410,637.8,2737263.5,1252800.6,9.257501,47.411702,
9346.2,3420,637.7,2737253.5,1252800,9.257368,47.411699,
9356.2,3430,637.7,2737243.5,1252799.4,9.257235,47.411696,
9366.2,3440,637.8,2737233.5,1252798.7,9.257103,47.411691,
9376.1,3449.9,637.8,2737223.6,1252798.1,9.256971,47.411688,
9386.2,3460,637.7,2737213.6,1252797.5,9.256839,47.411685,
9396.2,3470,637.8,2737203.6,1252796.9,9.256706,47.411682,
9406.2,3480,637.8,2737193.6,1252796.3,9.256574,47.411678,
9416.2,3490,637.8,2737183.6,1252795.7,9.256441,47.411675,
9426.2,3500,637.8,2737173.6,1252795.1,9.256308,47.411672,
9436.2,3510,637.8,2737163.7,1252794.5,9.256177,47.411668,
9446.2,3520,637.8,2737153.7,1252793.9,9.256044,47.411665,
9456.2,3530,637.8,2737143.7,1252793.3,9.255912,47.411662,
9466.2,3540,637.8,2737133.7,1252792.7,9.255779,47.411658,
9476.2,3550,637.8,2737123.7,1252792.1,9.255646,47.411655,
9486.1,3559.9,637.8,2737113.8,1252791.5,9.255515,47.411652,
9496.2,3570,637.8,2737103.8,1252790.9,9.255382,47.411648,
9506.2,3580,637.8,2737093.8,1252790.2,9.25525,47.411644,
9516.2,3590,637.8,2737083.8,1252789.6,9.255117,47.411641,
9526.2,3600,637.8,2737073.8,1252789,9.254984,47.411638,
9536.2,3610,637.8,2737063.8,1252788.4,9.254852,47.411634,
9546.2,3620,637.8,2737053.9,1252787.8,9.25472,47.411631,
9556.2,3630,637.8,2737043.9,1252787.2,9.254588,47.411628,
9566.2,3640,637.8,2737033.9,1252786.6,9.254455,47.411624,
9576.2,3650,637.8,2737023.9,1252786,9.254322,47.411621,
9586.2,3660,637.8,2737013.9,1252785.4,9.25419,47.411618,
9596.1,3669.9,637.8,2737004,1252784.8,9.254059,47.411614,
9606.2,3680,637.8,2736994,1252784.2,9.253926,47.411611,
9616.2,3690,637.8,2736984,1252783.6,9.253793,47.411608,
9626.2,3700,637.8,2736974,1252783,9.253661,47.411604,
9636.2,3710,637.8,2736964,1252782.3,9.253528,47.4116,
9646.1,3719.9,637.8,2736954.1,1252781.7,9.253397,47.411597,
9656.2,3730,637.8,2736944.1,1252781.1,9.253264,47.411593,
9666.2,3740,637.8,2736934.1,1252780.5,9.253131,47.41159,
9671.3,3745.1,637.8,2736929,1252780.2,9.253064,47.411589,
9681.2,9.9,637.7,2736919.1,1252779.6,9.252932,47.411585,
9691.2,19.9,637.9,2736909.1,1252779,9.2528,47.411582,
9701.2,29.9,638.4,2736899.1,1252778.5,9.252667,47.411579,
9711.3,40,638.4,2736889.1,1252778,9.252534,47.411577,
9721.3,50,637.7,2736879.1,1252777.5,9.252402,47.411575,
9731.3,60,638,2736869.1,1252777.1,9.252269,47.411573,
9741.3,70,638.1,2736859.1,1252776.8,9.252137,47.411573,
9751.3,80,638.4,2736849.1,1252776.5,9.252004,47.411572,
9761.3,90,638.4,2736839.1,1252776.2,9.251872,47.411571,
9771.3,100,638.5,2736829.1,1252776,9.251739,47.411572,
9781.3,110,637.7,2736819.1,1252775.7,9.251607,47.411571,
9791.3,120,637.7,2736809.1,1252775.4,9.251474,47.41157,
9801.3,130,638,2736799.1,1252775.2,9.251341,47.411571,
9811.3,140,637.8,2736789.1,1252774.9,9.251209,47.41157,
9821.2,149.9,637.6,2736779.2,1252774.5,9.251078,47.411568,
9831.2,159.9,637.5,2736769.2,1252774.1,9.250945,47.411567,
9841.2,169.9,637.5,2736759.2,1252773.6,9.250812,47.411565,
9851.3,180,637.6,2736749.2,1252773.1,9.25068,47.411562,
9861.3,190,637.5,2736739.2,1252772.4,9.250547,47.411558,
9871.3,200,637.5,2736729.2,1252771.7,9.250414,47.411554,
9881.2,209.9,637.5,2736719.3,1252770.9,9.250283,47.411549,
9891.3,220,637.3,2736709.3,1252770,9.25015,47.411542,
9901.2,229.9,637.4,2736699.4,1252769.1,9.250019,47.411536,
9911.3,240,637.3,2736689.4,1252768,9.249886,47.411529,
9921.2,249.9,637.2,2736679.5,1252766.9,9.249755,47.411521,
9931.3,260,637.2,2736669.5,1252765.7,9.249622,47.411512,
9941.3,270,637.2,2736659.6,1252764.4,9.24949,47.411502,
9951.3,280,637.2,2736649.7,1252763,9.249359,47.411492,
9961.3,290,637.2,2736639.8,1252761.7,9.249227,47.411482,
9971.3,300,637.1,2736629.9,1252760.2,9.249096,47.411471,
9981.3,310,637.1,2736620,1252758.8,9.248964,47.41146,
9991.3,320,637.1,2736610.1,1252757.3,9.248832,47.411449,
10001.3,330,637.1,2736600.2,1252755.9,9.248701,47.411438,
10011.2,339.9,637.2,2736590.4,1252754.3,9.248571,47.411426,
10021.2,349.9,637.2,2736580.5,1252752.8,9.248439,47.411415,
10031.3,360,637.1,2736570.6,1252751.3,9.248307,47.411403,
10041.3,370,637,2736560.7,1252749.7,9.248176,47.411391,
10051.3,380,637,2736550.8,1252748.1,9.248044,47.411378,
10061.2,389.9,637,2736541,1252746.5,9.247914,47.411366,
10071.3,400,637.1,2736531.1,1252744.8,9.247782,47.411353,
10081.2,409.9,637.1,2736521.3,1252743.1,9.247652,47.41134,
10091.3,420,637,2736511.4,1252741.4,9.24752,47.411326,
10101.2,429.9,637,2736501.6,1252739.6,9.24739,47.411312,
10111.3,440,636.9,2736491.7,1252737.8,9.247258,47.411298,
10121.3,450,636.9,2736481.9,1252735.9,9.247128,47.411283,
10131.3,460,636.8,2736472.1,1252733.8,9.246997,47.411266,
10141.2,469.9,636.9,2736462.4,1252731.7,9.246868,47.411249,
10151.3,480,636.8,2736452.6,1252729.5,9.246738,47.411232,
10161.3,490,636.9,2736442.9,1252727.1,9.246608,47.411212,
10171.3,500,636.7,2736433.2,1252724.7,9.246479,47.411192,
10181.3,510,636.6,2736423.5,1252722.1,9.24635,47.411171,
10191.3,520,636.7,2736413.9,1252719.4,9.246222,47.411149,
10201.3,530,636.6,2736404.3,1252716.6,9.246094,47.411126,
10211.3,540,636.5,2736394.7,1252713.8,9.245966,47.411102,
10221.3,550,636.5,2736385.1,1252710.9,9.245838,47.411078,
10231.2,559.9,636.4,2736375.6,1252708,9.245711,47.411054,
10241.3,570,636.4,2736366,1252705,9.245583,47.411029,
10251.3,580,636.3,2736356.5,1252702,9.245456,47.411004,
10261.3,590,636.4,2736346.9,1252699,9.245328,47.410979,
10271.3,600,636.3,2736337.4,1252696,9.245201,47.410954,140
10281.2,609.9,636.3,2736327.9,1252693,9.245075,47.410929,
10291.3,620,636.2,2736318.3,1252690,9.244947,47.410904,
10301.3,630,636.2,2736308.8,1252687,9.24482,47.410879,
10311.3,640,636.1,2736299.2,1252684,9.244692,47.410854,
10321.3,650,636.1,2736289.7,1252681,9.244565,47.410829,
10331.2,659.9,636,2736280.2,1252678,9.244438,47.410804,
10341.3,670,636.1,2736270.6,1252675,9.24431,47.410779,
10351.3,680,636,2736261.1,1252672,9.244183,47.410754,
10361.3,690,636.1,2736251.5,1252669,9.244055,47.410729,
10371.3,700,636,2736242,1252666,9.243929,47.410704,
10381.2,709.9,636.1,2736232.5,1252663,9.243802,47.410679,
10391.3,720,635.9,2736222.9,1252660.1,9.243674,47.410655,
10401.2,729.9,636.1,2736213.4,1252657.1,9.243547,47.41063,
10411.3,740,635.8,2736203.8,1252654.1,9.243419,47.410605,
10421.3,750,635.9,2736194.3,1252651.1,9.243292,47.41058,
10431.2,759.9,635.8,2736184.8,1252648.1,9.243166,47.410555,
10441.3,770,635.8,2736175.2,1252645.1,9.243037,47.41053,
10451.2,779.9,635.6,2736165.7,1252642.1,9.242911,47.410505,
10461.2,789.9,635.8,2736156.2,1252639,9.242784,47.410479,
10471.3,800,635.6,2736146.6,1252636,9.242656,47.410454,
10481.3,810,635.8,2736137.1,1252632.9,9.242529,47.410428,
10491.3,820,635.7,2736127.6,1252629.7,9.242402,47.410401,
10501.2,829.9,635.7,2736118.2,1252626.5,9.242277,47.410375,
10511.3,840,635.7,2736108.7,1252623.2,9.24215,47.410347,
10521.3,850,635.6,2736099.3,1252619.9,9.242024,47.410319,
10531.3,860,635.4,2736089.9,1252616.4,9.241899,47.41029,
10541.3,870,635.7,2736080.6,1252612.8,9.241775,47.410259,
10551.3,880,635.5,2736071.3,1252609.1,9.24165,47.410228,
10561.2,889.9,635.4,2736062.1,1252605.3,9.241527,47.410196,
10571.2,899.9,635.4,2736052.9,1252601.4,9.241404,47.410162,
10581.3,910,635.4,2736043.7,1252597.3,9.241281,47.410128,
10591.3,920,635.4,2736034.6,1252593.1,9.241159,47.410092,
10601.3,930,635.2,2736025.6,1252588.8,9.241039,47.410055,
10611.3,940,635.2,2736016.6,1252584.4,9.240918,47.410017,
10621.3,950,635.3,2736007.7,1252579.9,9.240799,47.409978,
10631.3,960,635.3,2735998.8,1252575.3,9.24068,47.409939,
10641.3,970,635.2,2735990,1252570.5,9.240562,47.409898,
10651.3,980,635.2,2735981.3,1252565.7,9.240445,47.409856,
10661.3,990,635.1,2735972.6,1252560.7,9.240328,47.409813,
10671.3,1000,635,2735964,1252555.6,9.240213,47.409769,
10681.3,1010,634.8,2735955.5,1252550.4,9.240098,47.409724,
10691.3,1020,635,2735947,1252545.1,9.239984,47.409678,
10701.3,1030,634.9,2735938.6,1252539.7,9.239871,47.409631,
10711.2,1039.9,634.8,2735930.3,1252534.2,9.23976,47.409584,
10721.3,1050,634.9,2735922,1252528.5,9.239648,47.409534,
10731.3,1060,634.7,2735913.8,1252522.8,9.239538,47.409484,
10741.2,1069.9,634.6,2735905.7,1252517,9.239429,47.409434,
10751.3,1080,634.7,2735897.6,1252511,9.23932,47.409382,
10761.2,1089.9,634.6,2735889.7,1252505,9.239213,47.409329,
10771.3,1100,634.5,2735881.8,1252498.8,9.239107,47.409275,
10781.3,1110,634.5,2735873.9,1252492.6,9.239,47.409221,
10791.3,1120,634.6,2735866.2,1252486.3,9.238896,47.409166,
10801.3,1130,634.4,2735858.4,1252480,9.238791,47.409111,
10811.3,1140,634.6,2735850.7,1252473.6,9.238687,47.409055,
10821.2,1149.9,634.6,2735843.1,1252467.2,9.238584,47.408999,
10831.2,1159.9,634.4,2735835.5,1252460.7,9.238482,47.408942,
10841.3,1170,634.3,2735827.8,1252454.2,9.238378,47.408885,
10851.3,1180,634.3,2735820.2,1252447.7,9.238275,47.408828,
10861.3,1190,634.4,2735812.6,1252441.2,9.238172,47.408772,
10871.3,1200,634.3,2735805,1252434.7,9.23807,47.408715,
10881.3,1210,634.2,2735797.4,1252428.2,9.237967,47.408658,
10891.3,1220,634.2,2735789.8,1252421.7,9.237865,47.408601,
10901.3,1230,634.2,2735782.2,1252415.2,9.237762,47.408544,
10911.3,1240,634.2,2735774.6,1252408.7,9.237659,47.408487,
10921.3,1250,634.1,2735767,1252402.2,9.237557,47.40843,
10931.3,1260,634.1,2735759.4,1252395.7,9.237454,47.408373,
10941.3,1270,634,2735751.8,1252389.2,9.237351,47.408317,
10951.3,1280,634.1,2735744.2,1252382.7,9.237249,47.40826,
10961.3,1290,634,2735736.6,1252376.2,9.237146,47.408203,
10971.3,1300,634,2735729,1252369.7,9.237043,47.408146,
10981.3,1310,633.9,2735721.4,1252363.2,9.236941,47.408089,
10991.3,1320,633.8,2735713.8,1252356.7,9.236838,47.408032,
11001.3,1330,634,2735706.2,1252350.2,9.236736,47.407975,
11011.3,1340,633.8,2735698.6,1252343.7,9.236633,47.407918,
11021.3,1350,633.9,2735691,1252337.2,9.23653,47.407862,
11031.3,1360,633.8,2735683.4,1252330.7,9.236428,47.407805,
11041.3,1370,633.7,2735675.8,1252324.2,9.236325,47.407748,
11051.3,1380,633.7,2735668.2,1252317.7,9.236222,47.407691,
11061.3,1390,633.7,2735660.6,1252311.2,9.23612,47.407634,
11071.3,1400,633.7,2735653,1252304.7,9.236017,47.407577,
11081.3,1410,633.5,2735645.4,1252298.2,9.235914,47.40752,
11091.3,1420,633.7,2735637.8,1252291.8,9.235812,47.407464,
11101.3,1430,633.5,2735630.2,1252285.3,9.235709,47.407407,
11111.3,1440,633.6,2735622.6,1252278.8,9.235607,47.407351,
11121.3,1450,633.5,2735615,1252272.3,9.235504,47.407294,
11131.3,1460,633.5,2735607.4,1252265.8,9.235401,47.407237,
11141.3,1470,633.5,2735599.8,1252259.3,9.235299,47.40718,
11151.3,1480,633.5,2735592.2,1252252.8,9.235196,47.407123,
11161.3,1490,633.5,2735584.6,1252246.3,9.235093,47.407066,
11171.3,1500,633.3,2735577,1252239.8,9.234991,47.407009,
11181.3,1510,633.5,2735569.4,1252233.3,9.234888,47.406952,
11191.3,1520,633.5,2735561.7,1252226.9,9.234784,47.406896,
11201.3,1530,633.3,2735554,1252220.5,9.23468,47.40684,
11211.2,1539.9,633.4,2735546.3,1252214.2,9.234576,47.406785,
11221.3,1550,633.1,2735538.5,1252207.9,9.234471,47.40673,
11231.2,1559.9,632.9,2735530.7,1252201.7,9.234366,47.406676,
11241.3,1570,632.9,2735522.8,1252195.5,9.234259,47.406622,
11251.3,1580,632.9,2735514.8,1252189.5,9.234152,47.40657,
11261.3,1590,632.8,2735506.8,1252183.5,9.234044,47.406517,
11271.3,1600,632.7,2735498.7,1252177.6,9.233935,47.406466,
11281.3,1610,632.6,2735490.6,1252171.8,9.233826,47.406416,
11291.3,1620,632.9,2735482.3,1252166.2,9.233714,47.406367,
11301.3,1630,632.5,2735474,1252160.6,9.233602,47.406318,
11311.3,1640,632.7,2735465.6,1252155.2,9.23349,47.406271,
11321.3,1650,632.2,2735457.1,1252149.9,9.233375,47.406226,
11331.3,1660,632.3,2735448.6,1252144.7,9.233261,47.406181,
11341.3,1670,632.1,2735439.9,1252139.6,9.233144,47.406136,
11351.2,1679.9,632.3,2735431.3,1252134.7,9.233029,47.406094,
11361.3,1690,631.9,2735422.5,1252129.9,9.232911,47.406053,
11371.2,1699.9,632,2735413.7,1252125.2,9.232793,47.406012,
11381.3,1710,632,2735404.8,1252120.6,9.232674,47.405973,
11391.3,1720,631.8,2735395.8,1252116.2,9.232553,47.405935,
11401.2,1729.9,631.5,2735386.8,1252111.9,9.232433,47.405898,
11411.3,1740,631.4,2735377.7,1252107.7,9.232311,47.405862,
11421.3,1750,631.4,2735368.5,1252103.7,9.232188,47.405828,
11431.3,1760,631.2,2735359.3,1252099.8,9.232065,47.405795,
11441.2,1769.9,631.4,2735350.1,1252096,9.231942,47.405763,
11451.3,1780,631.3,2735340.8,1252092.3,9.231818,47.405732,
11461.3,1790,631.2,2735331.4,1252088.8,9.231692,47.405702,
11471.3,1800,630.9,2735322,1252085.4,9.231566,47.405673,
11481.3,1810,631,2735312.5,1252082.2,9.23144,47.405647,
11491.3,1820,630.9,2735303,1252079.1,9.231313,47.405621,
11501.3,1830,630.7,2735293.5,1252076.1,9.231186,47.405596,
11511.3,1840,630.7,2735283.9,1252073.2,9.231058,47.405571,
11521.3,1850,630.7,2735274.3,1252070.5,9.23093,47.405549,
11531.3,1860,630.5,2735264.6,1252068,9.230801,47.405529,
11541.3,1870,630.2,2735254.9,1252065.5,9.230672,47.405508,
11551.3,1880,630.2,2735245.2,1252063.2,9.230543,47.40549,
11561.3,1890,630.3,2735235.4,1252061.1,9.230412,47.405473,
11571.3,1900,630.2,2735225.6,1252059.1,9.230282,47.405457,
11581.3,1910,630.1,2735215.8,1252057.2,9.230151,47.405442,
11591.2,1919.9,629.7,2735206,1252055.4,9.230021,47.405427,
11601.3,1930,629.7,2735196.1,1252053.9,9.229889,47.405416,
11611.3,1940,629.8,2735186.2,1252052.4,9.229758,47.405405,
11621.2,1949.9,629.5,2735176.3,1252051.1,9.229626,47.405395,
11631.3,1960,629.4,2735166.3,1252049.9,9.229494,47.405386,
11641.3,1970,629.5,2735156.4,1252048.9,9.229362,47.405379,
11651.3,1980,629.4,2735146.4,1252048,9.229229,47.405373,
11661.2,1989.9,629.2,2735136.5,1252047.3,9.229098,47.405369,
11671.3,2000,629.3,2735126.5,1252046.6,9.228965,47.405365,
11681.3,2010,629.1,2735116.5,1252046.2,9.228833,47.405363,
11691.3,2020,628.8,2735106.5,1252045.9,9.2287,47.405362,
11701.3,2030,628.7,2735096.5,1252045.7,9.228568,47.405363,
11711.3,2040,628.6,2735086.5,1252045.7,9.228435,47.405365,
11721.3,2050,628.5,2735076.5,1252045.8,9.228303,47.405368,
11731.3,2060,628.6,2735066.5,1252046,9.228171,47.405372,
11741.3,2070,628.6,2735056.5,1252046.4,9.228038,47.405377,
11751.3,2080,628.4,2735046.5,1252046.9,9.227906,47.405384,
11761.2,2089.9,628.2,2735036.6,1252047.6,9.227775,47.405392,
11771.3,2100,628.3,2735026.6,1252048.4,9.227643,47.405401,
11781.3,2110,628,2735016.6,1252049.4,9.227511,47.405412,
11791.3,2120,628.1,2735006.7,1252050.5,9.22738,47.405424,
11801.2,2129.9,627.8,2734996.8,1252051.7,9.227249,47.405437,
11811.2,2139.9,627.8,2734986.9,1252053.1,9.227118,47.405452,
11821.2,2149.9,627.9,2734977,1252054.6,9.226988,47.405467,
11831.3,2160,627.7,2734967.1,1252056.2,9.226857,47.405484,
11841.2,2169.9,627.5,2734957.3,1252058,9.226728,47.405502,
11851.3,2180,627.4,2734947.4,1252059.8,9.226597,47.40552,
11861.3,2190,627.3,2734937.6,1252061.7,9.226468,47.405539,
11871.3,2200,627.2,2734927.8,1252063.6,9.226339,47.405558,
11881.3,2210,627.2,2734918,1252065.6,9.22621,47.405578,
11891.3,2220,627.1,2734908.2,1252067.7,9.22608,47.405599,
11901.2,2229.9,627,2734898.5,1252069.8,9.225953,47.40562,
11911.3,2240,627,2734888.7,1252072,9.225823,47.405642,
11921.3,2250,626.9,2734878.9,1252074.2,9.225694,47.405664,
11931.3,2260,626.9,2734869.2,1252076.4,9.225566,47.405685,
11941.3,2270,626.9,2734859.4,1252078.5,9.225437,47.405706,
11951.2,2279.9,626.7,2734849.7,1252080.7,9.22531,47.405728,
11961.3,2290,626.7,2734839.9,1252082.9,9.22518,47.40575,
11971.3,2300,626.6,2734830.1,1252085.1,9.225051,47.405772,
11981.3,2310,626.5,2734820.4,1252087.3,9.224923,47.405793,
11991.3,2320,626.4,2734810.6,1252089.5,9.224794,47.405815,
12001.2,2329.9,626.4,2734800.9,1252091.7,9.224666,47.405837,
12011.3,2340,626.3,2734791.1,1252093.9,9.224537,47.405859,
12021.2,2349.9,626.3,2734781.4,1252096.1,9.22441,47.40588,
12031.3,2360,626.2,2734771.6,1252098.3,9.22428,47.405902,
12041.3,2370,626.2,2734761.8,1252100.5,9.224151,47.405924,
12051.2,2379.9,626.1,2734752.1,1252102.6,9.224023,47.405945,
12061.3,2390,626.1,2734742.3,1252104.8,9.223894,47.405967,
12071.2,2399.9,626,2734732.6,1252107,9.223766,47.405988,
12081.3,2410,625.9,2734722.8,1252109.2,9.223637,47.40601,
12091.2,2419.9,625.8,2734713.1,1252111.4,9.22351,47.406032,
12101.3,2430,625.8,2734703.3,1252113.6,9.22338,47.406054,
12111.3,2440,625.7,2734693.5,1252115.8,9.223251,47.406076,
12121.3,2450,625.7,2734683.8,1252118,9.223123,47.406097,
12131.3,2460,625.6,2734674,1252120.2,9.222994,47.406119,
12141.3,2470,625.5,2734664.3,1252122.4,9.222866,47.406141,
12151.3,2480,625.5,2734654.5,1252124.6,9.222737,47.406163,
12161.2,2489.9,625.5,2734644.8,1252126.7,9.222609,47.406184,
12171.3,2500,625.4,2734635,1252128.9,9.22248,47.406205,
12181.3,2510,625.3,2734625.2,1252131.1,9.222351,47.406227,
12191.3,2520,625.3,2734615.5,1252133.3,9.222223,47.406249,
12201.3,2530,625.2,2734605.7,1252135.5,9.222094,47.406271,
