Time [s],Position [m],Velocity [m/s],Force (acc) [N],Force (rgb) [N],Force (pnb) [N],Energy [kWh],CPU Time [s]
967.5399149,31338.267,27.77777778,17914.00005,0,0,440.1414723,4.9616732
970.2581386,31413.77322,27.77777778,17913.99988,0,0,440.1414723,4.9616732
972.9638043,31488.9306,27.77777778,17914.00005,0,0,440.1414723,4.9616732
975.6562443,31563.7206,27.77777778,17913.99987,0,0,440.1414723,4.9616732
978.3347944,31638.12477,27.77777778,17914.00005,0,0,440.1414723,4.9616732
980.9987936,31712.12475,27.77777778,17913.99987,0,0,440.1414723,4.9616732
983.6475847,31785.70228,27.77777778,17914.00005,0,0,440.1414723,4.9616732
986.280514,31858.8392,27.77777778,17913.99987,0,0,440.1414723,4.9616732
988.896932,31931.51748,27.77777778,17914.00006,0,0,440.1414723,4.9616732
991.4961931,32003.71918,27.77777778,17913.99987,0,0,440.1414723,4.9616732
994.077656,32075.42648,27.77777778,17914.00006,0,0,440.1414723,4.9616732
996.6406837,32146.62169,27.77777778,17913.99986,0,0,440.1414723,4.9616732
999.1846438,32217.28725,27.77777778,17914.00006,0,0,440.1414723,4.9616732
1001.708909,32287.40572,27.77777778,17913.99986,0,0,440.1414723,4.9616732
1004.212855,32356.9598,27.77777778,17914.00007,0,0,440.1414723,4.9616732
1006.695866,32425.93233,27.77777778,17913.99986,0,0,440.1414723,4.9616732
1009.157329,32494.30628,27.77777778,17914.00007,0,0,440.1414723,4.9616732
1011.596635,32562.0648,27.77777778,17913.99985,0,0,440.1414723,4.9616732
1014.013184,32629.19115,27.77777778,17914.00007,0,0,440.1414723,4.9616732
1016.406379,32695.66879,27.77777778,17913.99985,0,0,440.1414723,4.9616732
1018.775629,32761.4813,27.77777778,17914.00008,0,0,440.1414723,4.9616732
1021.120351,32826.61245,27.77777778,17913.99984,0,0,440.1414723,4.9616732
1023.439965,32891.04617,27.77777778,17914.00008,0,0,440.1414723,4.9616732
1025.733899,32954.76656,27.77777778,17913.99984,0,0,440.1414723,4.9616732
1028.001587,33017.75789,27.77777778,17914.00009,0,0,440.1414723,4.9616732
1030.242469,33080.00463,27.77777778,17913.99983,0,0,440.1414723,4.9616732
1032.455994,33141.49142,27.77777778,17914.00009,0,0,440.1414723,4.9616732
1034.641614,33202.20308,27.77777778,17913.99983,0,0,440.1414723,4.9616732
1036.79879,33262.12465,27.77777778,17914.0001,0,0,440.1414723,4.9616732
1038.92699,33321.24132,27.77777778,17913.99982,0,0,440.1414723,4.9616732
1041.025689,33379.53852,27.77777778,17914.00011,0,0,440.1414723,4.9616732
1043.094369,33437.00186,27.77777778,17913.99981,0,0,440.1414723,4.9616732
